transaction_id,account_id,transaction_date,amount,category,type,payment_mode,description
22675,446,2025-02-18,11904.0,Emi,Expense,Credit Card,Modi dignissimos cumque.
22676,322,2025-12-30,5064.0,Travel,Expense,Upi,Dolores nemo temporibus.
22677,51,2026-01-09,11420.0,Food,Expense,Upi,Eum repellat doloremque eaque quasi.
22678,699,2025-10-07,145067.0,Rental Income,Income,Upi,Aliquid sed id repellendus eius.
22679,770,2024-12-25,16527.0,Emi,Expense,Upi,Odio in aspernatur.
22680,385,2025-08-20,4834.0,Shopping,Expense,Cash,Ut corrupti quisquam quo.
22681,821,2025-08-20,18824.0,Education,Expense,Debit Card,Ex corporis.
22682,454,2025-07-10,15590.0,Rent,Expense,Cash,Quisquam labore.
22683,320,2026-04-16,15589.0,Entertainment,Expense,Cash,Fuga quibusdam rerum rem commodi.
22684,111,2024-12-22,18609.0,Rent,Expense,Cash,Ipsum architecto natus iure voluptas.
22685,85,2025-11-18,21334.0,Entertainment,Expense,Cash,A repudiandae quia.
22686,167,2025-04-12,1665.0,Insurance,Expense,Cash,Animi maxime minima.
22687,174,2025-08-08,16303.0,Entertainment,Expense,Net Banking,Minima error expedita libero.
22688,815,2024-07-23,50730.0,Business,Income,Cash,Consequatur dolorem veniam ratione iusto.
22689,697,2025-05-31,6431.0,Emi,Expense,Net Banking,Quia necessitatibus nesciunt.
22690,220,2025-06-28,12897.0,Salary,Income,Credit Card,Sit reiciendis libero error.
22691,122,2025-01-27,24101.0,Food,Expense,Debit Card,Repellendus ducimus ratione ab distinctio.
22692,928,2025-08-13,11116.0,Utilities,Expense,Debit Card,Distinctio consequatur ea a.
22693,804,2024-12-10,7735.0,Shopping,Expense,Net Banking,Ab molestiae possimus ut distinctio.
22694,590,2025-07-22,13995.0,Entertainment,Expense,Net Banking,Placeat perspiciatis voluptas consequuntur ducimus.
22695,555,2025-06-28,166671.0,Salary,Income,Credit Card,Voluptates nam.
22696,933,2025-08-11,13349.0,Shopping,Expense,Net Banking,Odio omnis culpa vel quasi.
22697,621,2025-07-17,4610.0,Emi,Expense,Cash,Dolor inventore placeat quaerat.
22698,307,2025-09-20,13112.0,Emi,Expense,Cash,Molestias occaecati cum inventore.
22699,82,2025-06-29,15175.0,Emi,Expense,Debit Card,Id voluptatum repellendus voluptatibus ab.
22700,805,2025-09-29,2593.0,Education,Expense,Cash,Sit aliquam.
22701,910,2025-06-29,16632.0,Utilities,Expense,Net Banking,Molestiae excepturi.
22702,879,2025-06-23,18297.0,Entertainment,Expense,Net Banking,Dolore sunt velit.
22703,37,2025-09-09,14328.0,Education,Expense,Net Banking,Velit nobis voluptates suscipit numquam.
22704,923,2025-01-27,20462.0,Entertainment,Expense,Debit Card,Nesciunt officiis fugit cupiditate accusamus.
22705,35,2025-10-10,1504.0,Travel,Expense,Credit Card,Suscipit ratione molestiae voluptates illum.
22706,760,2025-03-27,22257.0,Rent,Expense,Debit Card,Tempora labore animi magni asperiores.
22707,857,2026-04-19,22592.0,Entertainment,Expense,Upi,Inventore minus quod quibusdam repudiandae.
22708,131,2026-05-06,12823.0,Travel,Expense,Net Banking,Nemo quae.
22709,50,2025-06-16,149725.0,Business,Income,Cash,Quaerat ut delectus.
22710,566,2025-06-18,10309.0,Entertainment,Expense,Upi,Cupiditate ullam ipsa consequuntur.
22711,860,2026-01-22,56422.0,Investment Returns,Income,Net Banking,Vel dignissimos ullam.
22712,277,2025-03-03,19785.0,Utilities,Expense,Cash,Fugit voluptatum mollitia ducimus.
22713,800,2025-06-23,8867.0,Food,Expense,Net Banking,Cupiditate enim ipsam earum sint.
22714,624,2026-07-10,17121.0,Food,Expense,Debit Card,Cum eius reprehenderit nam.
22715,899,2025-07-31,131637.0,Rental Income,Income,Net Banking,Ad at eos architecto magni.
22716,344,2026-04-05,21906.0,Education,Expense,Credit Card,Deleniti dignissimos.
22717,342,2026-02-20,1612.0,Healthcare,Expense,Net Banking,Tempora quam ipsum.
22718,884,2025-03-20,6119.0,Emi,Expense,Net Banking,Doloribus repellendus deserunt cumque ratione.
22719,442,2026-01-16,3215.0,Entertainment,Expense,Credit Card,Quas tempore corporis.
22720,37,2026-02-08,18026.0,Insurance,Expense,Net Banking,Numquam laboriosam.
22721,100,2024-08-21,169885.0,Salary,Income,Cash,Dolore rem hic omnis.
22722,659,2025-08-14,16692.0,Rent,Expense,Debit Card,Accusamus perspiciatis molestias.
22723,909,2025-08-29,9407.0,Utilities,Expense,Upi,Nam aliquid.
22724,690,2025-03-08,2347.0,Education,Expense,Debit Card,Cum in tempore.
22725,113,2025-12-21,7658.0,Insurance,Expense,Net Banking,Blanditiis delectus aliquam vitae.
22726,322,2025-03-29,2940.0,Healthcare,Expense,Credit Card,Inventore voluptate blanditiis praesentium non.
22727,620,2024-11-13,4358.0,Travel,Expense,Debit Card,Libero magni officiis.
22728,52,2025-01-29,18366.0,Emi,Expense,Upi,Optio fugit explicabo illo.
22729,161,2025-12-03,3792.0,Healthcare,Expense,Upi,Voluptate dolores.
22730,620,2024-11-17,8364.0,Travel,Expense,Credit Card,Reprehenderit ab pariatur nesciunt repudiandae.
22731,820,2026-05-31,2395.0,Insurance,Expense,Debit Card,Numquam placeat.
22732,134,2026-05-17,106679.0,Freelance,Income,Upi,Iste illo numquam dolorem.
22733,377,2024-10-14,18581.0,Entertainment,Expense,Upi,Doloremque quam recusandae at.
22734,377,2024-09-06,19293.0,Healthcare,Expense,Credit Card,Saepe placeat maiores error.
22735,753,2025-06-26,3220.0,Insurance,Expense,Net Banking,Velit distinctio temporibus eveniet quia.
22736,744,2025-04-04,16642.0,Healthcare,Expense,Credit Card,Consequuntur quasi veniam.
22737,631,2026-03-05,7000.0,Insurance,Expense,Net Banking,Accusamus neque eligendi nesciunt laboriosam.
22738,698,2026-04-03,77006.0,Rental Income,Income,Net Banking,Consequatur aspernatur.
22739,744,2025-05-20,13276.0,Education,Expense,Debit Card,Corrupti quisquam modi.
22740,121,2026-04-25,90493.0,Freelance,Income,Net Banking,Quaerat eligendi cumque odit eveniet.
22741,977,2026-02-26,1852.0,Travel,Expense,Upi,Voluptatum dolorem maiores ab.
22742,816,2026-04-01,17408.0,Shopping,Expense,Cash,Exercitationem voluptate nemo.
22743,356,2026-02-10,62328.0,Freelance,Income,Upi,Recusandae iusto tempore cum ea.
22744,719,2025-06-02,19906.0,Travel,Expense,Upi,Nemo quis.
22745,986,2024-09-09,19651.0,Healthcare,Expense,Debit Card,Eum iste molestias.
22746,482,2025-11-22,1309.0,Insurance,Expense,Credit Card,Illo iste facere officiis rem.
22747,719,2026-01-27,160607.0,Rental Income,Income,Cash,Dolores harum.
22748,656,2024-12-27,130221.0,Salary,Income,Credit Card,Ipsam voluptas.
22749,827,2025-01-06,3815.0,Emi,Expense,Credit Card,Ab voluptatibus cupiditate possimus.
22750,358,2024-08-10,8895.0,Education,Expense,Upi,Dolore nostrum rem.
22751,946,2024-12-09,22247.0,Entertainment,Expense,Upi,Doloremque deserunt debitis.
22752,645,2024-12-22,88981.0,Business,Income,Debit Card,A assumenda numquam.
22753,42,2025-08-27,4740.0,Insurance,Expense,Credit Card,Veniam architecto.
22754,348,2025-03-01,7422.0,Shopping,Expense,Cash,Doloribus repellendus.
22755,511,2025-01-16,11446.0,Healthcare,Expense,Credit Card,Harum ipsa.
22756,96,2026-07-07,109764.0,Freelance,Income,Cash,Aliquid possimus alias.
22757,648,2025-01-17,146897.0,Freelance,Income,Credit Card,Dicta perspiciatis iste animi atque.
22758,453,2026-03-10,18988.0,Travel,Expense,Credit Card,Quaerat optio.
22759,700,2025-01-07,13357.0,Rent,Expense,Net Banking,Reprehenderit culpa cupiditate at.
22760,334,2026-06-15,3889.0,Shopping,Expense,Credit Card,Cum inventore unde ratione.
22761,187,2024-12-18,4655.0,Food,Expense,Cash,Aliquid reiciendis error.
22762,527,2025-11-28,10273.0,Education,Expense,Upi,Repellat suscipit aliquid.
22763,122,2024-08-24,138887.0,Business,Income,Upi,Ad fugit vel.
22764,195,2025-11-11,18240.0,Travel,Expense,Debit Card,Sit minus.
22765,156,2024-11-28,24805.0,Rent,Expense,Cash,Est neque.
22766,384,2024-11-11,3687.0,Food,Expense,Upi,Facere voluptatum.
22767,508,2026-04-29,3523.0,Entertainment,Expense,Net Banking,Soluta vero neque distinctio.
22768,879,2026-03-08,19018.0,Insurance,Expense,Cash,Enim vel.
22769,444,2025-10-24,6389.0,Shopping,Expense,Credit Card,Ex quidem.
22770,281,2024-07-18,21821.0,Shopping,Expense,Cash,Rerum nisi eius placeat maiores.
22771,946,2025-12-16,22736.0,Entertainment,Expense,Upi,Cumque eaque veniam earum.
22772,497,2025-03-31,14533.0,Education,Expense,Credit Card,Placeat officia asperiores.
22773,295,2026-05-15,23736.0,Insurance,Expense,Debit Card,Harum in velit ut molestiae.
22774,80,2026-04-23,10107.0,Business,Income,Debit Card,Quod minima harum.
22775,935,2025-08-08,291.0,Entertainment,Expense,Cash,Magni corrupti quae.
22776,293,2025-12-24,7814.0,Utilities,Expense,Debit Card,Expedita quo in.
22777,967,2024-09-18,47446.0,Rental Income,Income,Debit Card,Ducimus corrupti vero maxime.
22778,763,2025-02-03,4952.0,Shopping,Expense,Cash,Fugit hic tempora dolor facere.
22779,498,2025-08-11,16944.0,Education,Expense,Cash,Neque fuga dolorum.
22780,891,2025-11-08,178137.0,Business,Income,Upi,Minus consectetur voluptatem assumenda.
22781,338,2025-10-12,5577.0,Shopping,Expense,Debit Card,Repellat fuga.
22782,469,2025-06-22,12074.0,Travel,Expense,Upi,Voluptates eius corrupti maiores ipsum.
22783,823,2026-02-05,19562.0,Rent,Expense,Cash,Exercitationem maxime corrupti occaecati voluptatem.
22784,601,2025-08-13,21385.0,Shopping,Expense,Net Banking,Omnis velit.
22785,619,2025-03-19,3537.0,Healthcare,Expense,Cash,Error facere a.
22786,653,2025-12-25,184568.0,Salary,Income,Net Banking,Rem itaque culpa eligendi.
22787,536,2024-09-24,19405.0,Food,Expense,Credit Card,Ipsa qui animi.
22788,457,2024-10-27,14960.0,Shopping,Expense,Net Banking,Sed occaecati.
22789,606,2026-04-28,9397.0,Education,Expense,Debit Card,Possimus dolores.
22790,940,2025-07-23,24325.0,Utilities,Expense,Net Banking,Consectetur exercitationem incidunt ut officia.
22791,520,2025-03-16,15246.0,Rent,Expense,Cash,Eveniet doloremque fuga magnam placeat.
22792,929,2025-10-25,23091.0,Utilities,Expense,Net Banking,Magni doloremque.
22793,307,2024-12-23,7229.0,Travel,Expense,Upi,Blanditiis sapiente veritatis fugiat nostrum.
22794,547,2024-08-14,23577.0,Education,Expense,Debit Card,Delectus veritatis.
22795,745,2025-03-02,104074.0,Salary,Income,Cash,Quos minima.
22796,126,2025-09-23,10681.0,Education,Expense,Cash,Dolores nemo aliquid.
22797,499,2024-10-30,4815.0,Food,Expense,Credit Card,Ipsa illum nesciunt assumenda soluta.
22798,686,2025-02-10,18719.0,Healthcare,Expense,Cash,Eos aliquam laboriosam aliquid.
22799,458,2025-11-08,52694.0,Salary,Income,Credit Card,Officia molestias nam nostrum.
22800,921,2025-01-28,15218.0,Entertainment,Expense,Upi,Aliquam error veritatis at.
22801,424,2025-07-22,8308.0,Insurance,Expense,Upi,Odio nulla dolorum neque.
22802,228,2025-04-17,16654.0,Insurance,Expense,Cash,Perferendis nihil voluptatum fuga.
22803,408,2025-04-19,93081.0,Freelance,Income,Upi,Ut odio.
22804,420,2025-08-13,10838.0,Shopping,Expense,Upi,Reprehenderit labore cupiditate nam.
22805,566,2025-02-17,21254.0,Entertainment,Expense,Upi,Impedit assumenda nisi officia.
22806,467,2025-12-26,8031.0,Shopping,Expense,Net Banking,Debitis maiores doloremque repudiandae.
22807,531,2025-04-09,11443.0,Rent,Expense,Cash,Quidem dolore quibusdam.
22808,565,2026-02-24,16174.0,Healthcare,Expense,Debit Card,Officiis ea harum reprehenderit.
22809,974,2026-02-02,11801.0,Travel,Expense,Credit Card,Id doloremque aspernatur maxime.
22810,275,2025-01-03,4284.0,Food,Expense,Debit Card,Tempora occaecati doloremque.
22811,329,2025-10-23,15279.0,Entertainment,Expense,Credit Card,Sunt minus.
22812,816,2025-09-01,184311.0,Rental Income,Income,Debit Card,Assumenda reprehenderit eveniet ea excepturi.
22813,564,2025-07-13,16030.0,Shopping,Expense,Debit Card,Rerum vero earum voluptatum dolorem.
22814,916,2026-01-31,77275.0,Freelance,Income,Credit Card,Laudantium sint impedit.
22815,619,2025-12-08,18066.0,Insurance,Expense,Debit Card,Suscipit corporis commodi tempora.
22816,756,2025-01-27,4211.0,Rent,Expense,Debit Card,Perferendis eaque possimus aspernatur.
22817,504,2026-02-01,62055.0,Rental Income,Income,Upi,Nobis architecto libero hic.
22818,299,2025-05-09,20621.0,Rent,Expense,Cash,Commodi eius nostrum.
22819,548,2025-05-08,10648.0,Healthcare,Expense,Cash,Quisquam sed eligendi veniam.
22820,586,2024-12-09,12768.0,Utilities,Expense,Cash,Deserunt facere vitae minima.
22821,910,2025-02-26,9818.0,Emi,Expense,Upi,Eveniet quaerat consequatur hic aliquid.
22822,859,2025-03-10,19672.0,Education,Expense,Net Banking,Nulla totam distinctio.
22823,917,2025-08-08,22331.0,Healthcare,Expense,Debit Card,Vitae doloremque molestiae occaecati dolores.
22824,973,2024-08-11,4778.0,Education,Expense,Debit Card,Rem blanditiis minus illo aspernatur.
22825,775,2026-06-22,125240.0,Salary,Income,Credit Card,Minima quod.
22826,684,2025-09-25,8846.0,Healthcare,Expense,Debit Card,Amet quae.
22827,461,2025-03-03,9623.0,Travel,Expense,Upi,Corrupti consequatur.
22828,105,2024-11-06,6343.0,Shopping,Expense,Upi,Earum maxime blanditiis vero.
22829,305,2024-10-03,5185.0,Shopping,Expense,Credit Card,Numquam dolorem deleniti magni quod.
22830,1008,2025-06-19,152043.0,Freelance,Income,Cash,Totam libero eveniet laborum.
22831,623,2025-06-30,1194.0,Utilities,Expense,Cash,Enim doloribus.
22832,648,2024-12-30,18141.0,Food,Expense,Credit Card,Incidunt odit eligendi cum nam.
22833,964,2025-01-29,31041.0,Business,Income,Upi,Ea voluptas.
22834,169,2025-07-04,16747.0,Food,Expense,Debit Card,Temporibus officiis ad ex.
22835,142,2025-02-26,8053.0,Emi,Expense,Cash,Doloribus occaecati exercitationem vitae corporis.
22836,820,2026-03-16,141860.0,Rental Income,Income,Net Banking,Eveniet sunt.
22837,124,2026-04-16,73382.0,Salary,Income,Debit Card,Eveniet qui voluptatem nisi placeat.
22838,173,2025-08-11,11947.0,Rent,Expense,Credit Card,Natus hic impedit.
22839,466,2026-03-13,10223.0,Education,Expense,Upi,Ipsam numquam qui.
22840,142,2025-04-16,7495.0,Shopping,Expense,Net Banking,Cupiditate tempora beatae.
22841,396,2026-05-02,10643.0,Shopping,Expense,Net Banking,Deserunt eius nulla ipsum.
22842,572,2025-11-09,19530.0,Food,Expense,Credit Card,Ut iure ipsum provident vero.
22843,118,2025-12-19,15780.0,Utilities,Expense,Credit Card,Doloribus fugit officiis.
22844,892,2026-06-01,23017.0,Travel,Expense,Credit Card,Nostrum voluptatibus nulla rem repellendus.
22845,6,2026-05-15,100060.0,Business,Income,Debit Card,Repellendus expedita.
22846,490,2024-11-22,671.0,Travel,Expense,Upi,Nemo deleniti.
22847,530,2025-11-03,3742.0,Shopping,Expense,Debit Card,Quibusdam ipsum tenetur.
22848,522,2024-09-20,20420.0,Shopping,Expense,Cash,Tempora magni.
22849,330,2026-04-25,13261.0,Insurance,Expense,Credit Card,Dolorum atque similique.
22850,734,2025-04-12,11691.0,Insurance,Expense,Net Banking,Neque quod totam dolore.
22851,288,2025-03-15,19221.0,Shopping,Expense,Cash,Corrupti porro voluptas.
22852,988,2024-11-17,27625.0,Freelance,Income,Credit Card,Culpa repellendus officiis qui.
22853,610,2024-10-22,107640.0,Freelance,Income,Net Banking,Perferendis natus reprehenderit sed debitis.
22854,29,2025-05-10,15454.0,Shopping,Expense,Debit Card,Eum ea illo optio nihil.
22855,798,2024-10-17,18958.0,Food,Expense,Net Banking,Error quam consequuntur.
22856,951,2024-11-06,3078.0,Insurance,Expense,Credit Card,Voluptatem voluptatem dicta suscipit libero.
22857,32,2025-02-06,10081.0,Shopping,Expense,Cash,Itaque vel.
22858,728,2025-12-25,17411.0,Utilities,Expense,Upi,Voluptatibus modi fugiat.
22859,708,2025-09-20,9249.0,Insurance,Expense,Net Banking,Magni consequatur culpa.
22860,483,2025-05-08,21998.0,Emi,Expense,Debit Card,Iusto molestias veritatis saepe.
22861,70,2024-10-01,5577.0,Shopping,Expense,Credit Card,Debitis magni numquam.
22862,504,2024-10-12,103056.0,Business,Income,Upi,Necessitatibus ex quaerat sapiente in.
22863,584,2025-09-30,139207.0,Rental Income,Income,Debit Card,Nemo minus praesentium nisi dolore.
22864,456,2026-04-25,83704.0,Salary,Income,Upi,Doloremque commodi amet veritatis fugit.
22865,765,2026-02-15,194683.0,Salary,Income,Credit Card,Necessitatibus optio labore fugiat.
22866,622,2025-03-06,20288.0,Education,Expense,Credit Card,Quam ad.
22867,386,2025-09-12,14677.0,Travel,Expense,Net Banking,Sequi repudiandae.
22868,718,2026-05-29,17354.0,Entertainment,Expense,Upi,Quas rerum optio.
22869,1007,2024-11-21,15586.0,Entertainment,Expense,Cash,Incidunt aliquam accusamus rem.
22870,139,2024-10-28,24197.0,Healthcare,Expense,Cash,Vel nisi.
22871,226,2024-07-23,16986.0,Entertainment,Expense,Upi,Tempora velit nesciunt beatae.
22872,309,2026-01-23,3681.0,Rent,Expense,Credit Card,Dicta natus veritatis fugit accusamus.
22873,838,2025-07-31,17844.0,Travel,Expense,Net Banking,Impedit nulla aperiam libero.
22874,968,2026-07-01,12699.0,Utilities,Expense,Net Banking,Eaque aliquid dolor vero.
22875,78,2026-02-20,16422.0,Utilities,Expense,Upi,Ipsum porro laborum.
22876,628,2026-05-22,188844.0,Investment Returns,Income,Upi,Eveniet suscipit.
22877,171,2025-10-23,10949.0,Education,Expense,Cash,Rem magnam illo ipsa est.
22878,512,2024-08-28,75385.0,Freelance,Income,Credit Card,Rem ad nam.
22879,706,2024-09-26,11446.0,Rent,Expense,Cash,Deserunt nemo iusto.
22880,165,2024-07-21,21457.0,Shopping,Expense,Credit Card,Voluptas quaerat facere laudantium.
22881,705,2024-09-06,22016.0,Emi,Expense,Cash,Suscipit debitis rerum.
22882,731,2026-06-29,15065.0,Travel,Expense,Cash,Voluptate repellat ipsum.
22883,563,2026-04-07,22929.0,Travel,Expense,Upi,Nobis ex officiis quidem omnis.
22884,699,2024-12-03,18567.0,Entertainment,Expense,Cash,Vitae ipsum eos aspernatur.
22885,358,2026-04-18,93833.0,Business,Income,Cash,Sequi vero saepe.
22886,692,2025-03-07,4782.0,Healthcare,Expense,Debit Card,Non unde consequuntur illo.
22887,161,2026-01-30,18591.0,Education,Expense,Cash,Esse debitis alias.
22888,450,2025-05-23,9439.0,Rent,Expense,Debit Card,Maxime veritatis magnam dolorem reiciendis.
22889,871,2024-10-12,20740.0,Emi,Expense,Cash,Minus non similique.
22890,226,2024-10-29,70410.0,Rental Income,Income,Debit Card,Odio dolor exercitationem.
22891,166,2025-09-28,24461.0,Education,Expense,Debit Card,Expedita veniam nostrum iure officia.
22892,105,2025-01-21,10805.0,Utilities,Expense,Net Banking,Totam dolorem repellat itaque amet.
22893,259,2025-06-02,15540.0,Rent,Expense,Credit Card,Praesentium ut.
22894,594,2024-07-23,75967.0,Freelance,Income,Credit Card,Excepturi ipsam occaecati.
22895,834,2026-02-10,89437.0,Freelance,Income,Cash,Ducimus ad voluptate.
22896,571,2024-07-24,17008.0,Insurance,Expense,Debit Card,Facilis quas eligendi.
22897,920,2024-10-05,23555.0,Insurance,Expense,Upi,Dignissimos aperiam.
22898,880,2026-03-09,16887.0,Utilities,Expense,Cash,Omnis harum recusandae.
22899,827,2024-07-27,18836.0,Healthcare,Expense,Credit Card,Voluptate laborum non hic.
22900,47,2025-08-03,6367.0,Healthcare,Expense,Net Banking,Velit aliquid accusamus accusamus.
22901,235,2026-02-01,17070.0,Healthcare,Expense,Cash,Saepe sequi.
22902,199,2025-09-28,8063.0,Insurance,Expense,Upi,Saepe voluptas.
22903,462,2026-02-08,24337.0,Emi,Expense,Net Banking,Reprehenderit odit perspiciatis.
22904,877,2024-11-21,14354.0,Insurance,Expense,Debit Card,Delectus architecto eos.
22905,783,2025-08-20,17249.0,Food,Expense,Upi,Deleniti numquam atque saepe deleniti.
22906,587,2026-01-25,2740.0,Insurance,Expense,Net Banking,Atque fugiat ad velit.
22907,584,2025-03-28,71401.0,Rental Income,Income,Net Banking,Saepe doloremque reprehenderit suscipit distinctio.
22908,183,2025-08-02,20174.0,Entertainment,Expense,Upi,Dolores dolorem.
22909,897,2025-11-23,3716.0,Utilities,Expense,Net Banking,Quibusdam possimus a nisi.
22910,686,2026-03-03,19622.0,Utilities,Expense,Cash,Quam dolorem reiciendis.
22911,1010,2025-12-12,20197.0,Insurance,Expense,Upi,Quis natus.
22912,841,2026-06-29,23471.0,Rent,Expense,Credit Card,Explicabo assumenda beatae consequatur.
22913,452,2025-07-02,17366.0,Travel,Expense,Credit Card,Officiis rem excepturi.
22914,82,2025-11-18,333.0,Healthcare,Expense,Upi,Necessitatibus ipsa dolorem.
22915,278,2026-06-15,177358.0,Investment Returns,Income,Upi,Aliquid nam corporis enim.
22916,461,2025-02-12,111554.0,Salary,Income,Cash,Perferendis fugit quaerat reiciendis.
22917,250,2025-06-18,18574.0,Education,Expense,Credit Card,Veritatis placeat similique dolorum.
22918,943,2024-10-31,7212.0,Food,Expense,Net Banking,Nisi alias recusandae.
22919,6,2025-04-23,5873.0,Entertainment,Expense,Debit Card,Animi est qui.
22920,729,2025-09-19,81909.0,Investment Returns,Income,Cash,Omnis sapiente repellat.
22921,369,2026-05-01,21364.0,Food,Expense,Credit Card,Quam quos.
22922,752,2026-03-23,48927.0,Business,Income,Cash,Laborum ea aperiam.
22923,232,2025-08-31,8129.0,Education,Expense,Debit Card,Reprehenderit natus voluptate cum.
22924,788,2024-11-13,24452.0,Insurance,Expense,Net Banking,Corporis labore id.
22925,678,2026-01-30,196205.0,Investment Returns,Income,Net Banking,Tempora quam.
22926,632,2025-03-29,41307.0,Business,Income,Net Banking,Aliquid ex nostrum.
22927,44,2025-10-06,10565.0,Healthcare,Expense,Upi,Libero unde excepturi esse.
22928,656,2026-06-21,5939.0,Rent,Expense,Net Banking,Quisquam deserunt eaque.
22929,716,2025-09-09,11893.0,Insurance,Expense,Credit Card,Incidunt adipisci harum.
22930,108,2025-07-17,4781.0,Travel,Expense,Net Banking,Corporis tempora.
22931,33,2025-02-20,13291.0,Utilities,Expense,Cash,Quo ipsam quas laboriosam omnis.
22932,601,2025-06-30,12690.0,Shopping,Expense,Cash,Dolore nam incidunt ex.
22933,814,2024-07-17,23244.0,Salary,Income,Credit Card,Vitae similique.
22934,601,2026-06-27,992.0,Travel,Expense,Upi,Quia expedita asperiores qui.
22935,924,2025-07-31,24015.0,Emi,Expense,Debit Card,Ex voluptas mollitia aliquid.
22936,782,2025-07-13,13637.0,Rent,Expense,Cash,Commodi officia error.
22937,823,2026-05-27,505.0,Entertainment,Expense,Upi,Maiores laudantium.
22938,645,2025-05-26,24400.0,Food,Expense,Net Banking,Pariatur nam eius tempore.
22939,529,2025-11-16,68104.0,Business,Income,Cash,Quia provident harum.
22940,59,2025-06-16,8577.0,Shopping,Expense,Upi,Aliquam veritatis ducimus neque at.
22941,1000,2025-12-17,36698.0,Salary,Income,Cash,Recusandae eveniet doloribus odit nihil.
22942,821,2025-01-06,19081.0,Education,Expense,Debit Card,Delectus debitis sequi nihil.
22943,288,2024-08-21,11403.0,Insurance,Expense,Cash,Alias cum voluptatem.
22944,244,2026-04-27,4958.0,Emi,Expense,Net Banking,Consequuntur quia molestiae quae.
22945,222,2025-12-19,7888.0,Shopping,Expense,Debit Card,Inventore distinctio delectus.
22946,322,2025-04-11,193883.0,Rental Income,Income,Debit Card,Necessitatibus quia corrupti molestias provident.
22947,367,2025-02-22,19534.0,Healthcare,Expense,Cash,Nostrum odit.
22948,944,2025-03-24,1461.0,Shopping,Expense,Debit Card,Ipsam autem dolore.
22949,210,2025-09-02,22924.0,Utilities,Expense,Cash,Incidunt fugit vel laborum.
22950,323,2025-03-07,26471.0,Investment Returns,Income,Debit Card,Dolores fugiat adipisci deserunt dolor.
22951,110,2026-06-29,3720.0,Insurance,Expense,Debit Card,Iste eius.
22952,32,2026-03-28,7491.0,Food,Expense,Credit Card,Totam eos earum corrupti.
22953,444,2026-06-20,22114.0,Food,Expense,Credit Card,Aperiam inventore.
22954,723,2025-07-19,11672.0,Entertainment,Expense,Net Banking,Id accusantium libero consequatur.
22955,55,2025-01-25,23266.0,Healthcare,Expense,Upi,Iusto dolorem.
22956,136,2026-05-09,9303.0,Insurance,Expense,Credit Card,Excepturi debitis quisquam delectus.
22957,304,2025-06-26,21380.0,Utilities,Expense,Cash,Ducimus eos modi sequi.
22958,226,2025-08-12,3304.0,Utilities,Expense,Cash,Harum esse quas rerum.
22959,721,2025-06-21,27856.0,Investment Returns,Income,Cash,Cupiditate repellat officiis ullam.
22960,658,2026-02-28,22220.0,Travel,Expense,Cash,Doloribus sint velit illum.
22961,318,2024-08-12,16046.0,Healthcare,Expense,Upi,Eum pariatur perferendis porro.
22962,475,2025-12-16,64498.0,Business,Income,Credit Card,Ea tenetur nesciunt reiciendis quae.
22963,130,2024-12-27,3536.0,Education,Expense,Upi,Tempore reiciendis id.
22964,858,2025-06-12,18449.0,Emi,Expense,Credit Card,Totam quidem.
22965,643,2026-01-13,5965.0,Entertainment,Expense,Net Banking,In enim.
22966,409,2025-03-14,18777.0,Education,Expense,Debit Card,Consectetur eligendi ipsa quae.
22967,487,2025-06-07,17698.0,Food,Expense,Net Banking,Fugit ipsam nisi.
22968,774,2024-10-19,10168.0,Freelance,Income,Debit Card,Tempore quis assumenda exercitationem assumenda.
22969,718,2025-02-27,5195.0,Education,Expense,Upi,Dignissimos exercitationem voluptatibus ratione omnis.
22970,232,2025-09-09,94275.0,Business,Income,Debit Card,A cumque placeat.
22971,720,2024-07-25,18102.0,Insurance,Expense,Net Banking,Sequi culpa dolores labore quasi.
22972,910,2025-12-11,7720.0,Shopping,Expense,Upi,Sit laudantium placeat cupiditate nostrum.
22973,530,2024-11-22,67085.0,Investment Returns,Income,Debit Card,Expedita libero neque.
22974,769,2025-03-29,19954.0,Shopping,Expense,Credit Card,Optio consequuntur reprehenderit culpa.
22975,264,2025-02-13,16506.0,Utilities,Expense,Credit Card,Nulla laboriosam ullam aspernatur.
22976,948,2026-06-15,3152.0,Shopping,Expense,Credit Card,Neque culpa aliquid ducimus placeat.
22977,567,2024-11-10,13579.0,Entertainment,Expense,Debit Card,Ducimus ut quas.
22978,993,2024-10-20,12276.0,Emi,Expense,Cash,Eum aperiam eveniet cum.
22979,217,2026-03-16,9225.0,Entertainment,Expense,Debit Card,Quasi consectetur asperiores.
22980,451,2024-10-31,23241.0,Rent,Expense,Debit Card,Error est numquam.
22981,996,2025-12-29,22277.0,Rent,Expense,Net Banking,Error voluptates sit molestiae distinctio.
22982,91,2025-07-27,20029.0,Entertainment,Expense,Debit Card,Nostrum beatae atque eos itaque.
22983,42,2025-04-09,15201.0,Utilities,Expense,Upi,Quidem ad.
22984,76,2026-05-14,9127.0,Insurance,Expense,Cash,Consectetur aliquam debitis quod.
22985,750,2025-03-16,7141.0,Insurance,Expense,Upi,Aliquam ullam voluptatem voluptates sequi.
22986,43,2026-04-04,6681.0,Entertainment,Expense,Net Banking,Eum perspiciatis nobis.
22987,489,2026-01-15,21236.0,Emi,Expense,Net Banking,Aliquam beatae.
