account_id,user_id,bank_name,account_type,opening_balance,current_balance,balance_category
995,490,Canara Bank,Savings,61495.0,106135.0,Medium
996,491,Hdfc,Current,31373.0,15194.0,Low
997,491,Canara Bank,Savings,69585.0,64727.0,Medium
998,491,Icici,Savings,53683.0,85181.0,Medium
999,492,Axis Bank,Current,32371.0,62890.0,Medium
1000,493,Icici,Savings,19025.0,16738.0,Low
1001,494,Punjab National Bank,Savings,40726.0,87910.0,Medium
1002,494,Hdfc,Savings,67264.0,73105.0,Medium
1003,494,Hdfc,Current,73466.0,96426.0,Medium
1004,495,Kotak Mahindra,Current,91058.0,79570.0,Medium
1005,496,Punjab National Bank,Savings,16402.0,0.0,
1006,496,Punjab National Bank,Savings,13559.0,0.0,
1007,497,Hdfc,Current,46417.0,47281.0,Low
1008,497,Canara Bank,Current,93310.0,134188.0,Medium
1009,498,Axis Bank,Current,78161.0,97007.0,Medium
1010,499,Icici,Current,22961.0,21054.0,Low
1011,500,Hdfc,Current,76719.0,74037.0,Medium
